company_name;salary
Лига Цифровой Экономики;149300
OCS Distribution;19300
Ростелеком;18700
IBS;145400
Микрон;94300
Philax;78100
iCore;51100
Элтекс;24300
Ростелеком;65700
TerraLink;126300
Инфосистемы Джет;118000
Информзащита;101600
Лига Цифровой Экономики;86900
iCore;85200
OFT group;58300
Oracle;31700
Сател;38200
Микрон;93500
ХайТэк;83200
Ситроникс;138400
Информзащита;23000
Hikvision;90300
Микрон;78300
Элтекс;137200
Аквариус;93100
Philax;10000
TerraLink;54300
OFT group;46800
ИнфоТеКС;47900
Oracle;92300
АйТеко;87200
Тринити;30900
Softline;21800
Softline;33800
iCore;42900
Ростелеком;36500
OCS Distribution;59500
Hikvision;120400
Микрон;12600
ХайТэк;76200
OFT group;124700
Сател;105800
Ситроникс;124000
Лига Цифровой Экономики;115600
Hikvision;44300
Тринити;124900
ХайТэк;119800
Philax;89300
Информзащита;27400
Информзащита;112400
Инлайн Груп;120100
Микрон;13000
Philax;112100
Atos;53600
Аквариус;113800
Сигма;17700
Инлайн Груп;119600
ИнфоТеКС;133900
Сигма;22300
Itransition;21400
Инфосистемы Джет;42700
ИнфоТеКС;65000
Ростелеком;31200
Softline;136100
Сател;96200
Ситроникс;144500
Форс;69800
Аквариус;67200
Лига Цифровой Экономики;113700
ХайТэк;124400
Ростелеком;11200
Itransition;107700
Itransition;103300
Softline;104800
Softline;54400
Микрон;106000
IBS;80100
Itransition;123100
Philax;143600
Oracle;145100
Форс;32900
OFT group;134100
OFT group;87300
Инлайн Груп;72800
Ситроникс;45400
АйТеко;69600
TerraLink;118900
Форс;90400
OFT group;124600
Информзащита;104100
Гринатом;100200
Гринатом;99900
Инлайн Груп;135900
Инфосистемы Джет;137400
Philax;88600
Гринатом;75900
Oracle;18400
IBS;61400
Инлайн Груп;10200
Лига Цифровой Экономики;28300
IBS;95800
ИнфоТеКС;106600
Инфосистемы Джет;136200
IBS;91000
Itransition;131000
Тринити;60500
OCS Distribution;117500
Микрон;49800
Angara;70700
Форс;40900
Oracle;108600
Сател;133200
Сател;140600
Ростелеком;34800
Лига Цифровой Экономики;68100
Itransition;107100
Форс;79600
TerraLink;146100
Аквариус;108200
Тринити;32300
Элтекс;45800
Сигма;87100
Форс;48700
Hikvision;20900
Oracle;48100
Инфосистемы Джет;25200
Philax;53300
IBS;22800
OCS Distribution;138600
OFT group;11200
Аквариус;16400
Ростелеком;148900
Philax;28100
OFT group;112900
Элтекс;99900
OFT group;141000
ИнфоТеКС;95400
Информзащита;87500
OFT group;149400
Микрон;58300
Ростелеком;131400
ИнфоТеКС;19700
Информзащита;58800
OFT group;117100
Информзащита;22400
Гринатом;75900
Philax;69600
Oracle;52900
АйТеко;55400
Oracle;39900
Информзащита;144200
IBS;120900
Информзащита;112000
Atos;134000
Инфосистемы Джет;135400
Тринити;87400
Сигма;139700
Philax;75900
Информзащита;26600
OFT group;39900
OFT group;106500
OCS Distribution;78300
Philax;54400
Itransition;73700
Oracle;55900
АйТеко;133000
ХайТэк;79200
Лига Цифровой Экономики;28400
Сател;145400
Инфосистемы Джет;149400
Лига Цифровой Экономики;114000
АйТеко;76100
Ситроникс;118900
Инлайн Груп;128100
Сател;134100
OFT group;48000
Аквариус;60000
Oracle;59400
Philax;129300
Philax;41700
Сигма;30600
Angara;113600
Микрон;35700
Микрон;46600
Эвотор;129500
Элтекс;106300
Сател;72100
Эвотор;139900
ХайТэк;25000
Эвотор;125000
Элтекс;32800
Hikvision;131900
Тринити;60000
IBS;82000
Лига Цифровой Экономики;29700
Angara;48700
Oracle;112300
Atos;122800
TerraLink;118200
Angara;49500
Аквариус;42200
Инлайн Груп;149600
TerraLink;98000
Лига Цифровой Экономики;122000
Аквариус;48700
Микрон;26700
Форс;137600
Сател;14000
ХайТэк;140800
TerraLink;139800
Oracle;113700
Ситроникс;74600
Инлайн Груп;16900
Гринатом;73200
Сател;115100
Гринатом;47800
Лига Цифровой Экономики;10500
Atos;27600
OFT group;79000
Элтекс;144300
Аквариус;23500
Сател;35700
Hikvision;97700
Гринатом;14500
Ситроникс;143400
ХайТэк;31900
Oracle;15900
Гринатом;116800
Гринатом;63700
Эвотор;31900
Эвотор;143000
Аквариус;14000
Oracle;110800
Atos;65600
iCore;44400
Ситроникс;41600
Инлайн Груп;88200
Itransition;15200
Гринатом;129400
Тринити;117400
Oracle;86000
Softline;62000
Гринатом;109300
Эвотор;77600
IBS;124300
Oracle;120900
iCore;18000
OCS Distribution;129000
Микрон;61600
Hikvision;134600
Hikvision;38100
Инлайн Груп;84600
TerraLink;69300
Atos;144500
Сател;113100
Инлайн Груп;110800
TerraLink;143300
Hikvision;86200
Аквариус;47800
ХайТэк;29800
OCS Distribution;136600
OFT group;20800
Аквариус;147400
Itransition;22100
Softline;32000
Itransition;79500
Аквариус;18900
OCS Distribution;117300
Hikvision;16100
Ситроникс;125700
IBS;109400
Микрон;74900
Сигма;131100
Инфосистемы Джет;130800
TerraLink;107400
Сигма;36400
IBS;17400
Ситроникс;33800
Oracle;50700
Atos;30900
Ситроникс;146500
Сигма;21900
Ситроникс;90100
Itransition;145400
Philax;35800
Элтекс;78100
ХайТэк;53100
Ситроникс;97400
Информзащита;40300
Гринатом;31100
Hikvision;124600
Сател;39600
Форс;30800
Инфосистемы Джет;126900
ХайТэк;19300
Эвотор;67100
Hikvision;122700
Сател;15600
Hikvision;119000
Сател;113400
Эвотор;49200
Сател;12400
ХайТэк;133900
Hikvision;150000
Philax;94400
Аквариус;39400
Тринити;118400
Форс;13700
Atos;72100
Информзащита;18700
ИнфоТеКС;139900
TerraLink;114900
Инлайн Груп;56100
Микрон;27500
ХайТэк;38200
Элтекс;120900
Oracle;72300
iCore;43200
ИнфоТеКС;77400
Сигма;77900
Сател;140100
Hikvision;148000
Сигма;145200
Микрон;13800
Инлайн Груп;66100
Тринити;138700
OFT group;99600
Сигма;142200
Форс;134100
Инфосистемы Джет;87000
Микрон;70800
Hikvision;40400
OCS Distribution;23700
OFT group;138100
Аквариус;77900
Гринатом;86300
ХайТэк;11100
Элтекс;115200
Инфосистемы Джет;50600
Ростелеком;91800
IBS;62400
ХайТэк;35900
Philax;100400
АйТеко;27700
Itransition;109000
Atos;83800
Инлайн Груп;78800
Angara;143400
Эвотор;102100
Itransition;90400
Itransition;119800
OFT group;64000
Форс;40500
Сигма;130900
Itransition;115700
Softline;135100
TerraLink;46900
IBS;84300
Инлайн Груп;117500
ХайТэк;88700
Инлайн Груп;122800
TerraLink;80100
Элтекс;53400
Softline;29900
ХайТэк;78400
ХайТэк;68700
Ростелеком;128800
Angara;26700
Информзащита;138500
IBS;71700
Элтекс;31100
Ситроникс;12600
Сател;37800
ХайТэк;18100
Softline;92300
Сател;26200
Angara;103300
Atos;71300
Сигма;65300
Тринити;141600
Philax;124800
Itransition;47600
OFT group;143200
Softline;85100
Инлайн Груп;128000
ИнфоТеКС;14500
Сател;28900
Микрон;77200
OFT group;86700
ИнфоТеКС;82600
Элтекс;118600
Hikvision;71400
iCore;130400
Лига Цифровой Экономики;137800
ХайТэк;61800
Сател;36600
Сигма;111200
Информзащита;106600
Элтекс;124100
Oracle;80100
Ростелеком;59900
Atos;62200
Тринити;47500
Форс;135200
Тринити;33200
АйТеко;143500
Инфосистемы Джет;46200
Информзащита;37600
Oracle;93700
ИнфоТеКС;81900
Softline;67800
Angara;43600
Гринатом;34000
ХайТэк;100700
ХайТэк;13100
Эвотор;119200
Элтекс;139000
Atos;122200
Hikvision;146400
Эвотор;138800
Инфосистемы Джет;117400
Инлайн Груп;76000
OCS Distribution;43700
Oracle;24900
Ростелеком;94100
Hikvision;96900
Инлайн Груп;59900
Эвотор;118300
Itransition;138500
Hikvision;47000
Angara;137800
Информзащита;47700
Элтекс;112900
OCS Distribution;29500
OCS Distribution;68400
Angara;30100
TerraLink;148800
iCore;20800
Hikvision;127900
Эвотор;87900
Аквариус;128000
Гринатом;87500
Ситроникс;31000
Angara;72700
TerraLink;66800
Philax;74000
OFT group;68500
Информзащита;40600
Philax;101800
Ситроникс;121500
Лига Цифровой Экономики;75900
Информзащита;140500
Форс;104400
Лига Цифровой Экономики;150000
Форс;132800
Инлайн Груп;35400
Сател;26300
Инфосистемы Джет;135000
ХайТэк;111400
АйТеко;18800
TerraLink;113700
Philax;148900
Atos;80700
Эвотор;73600
Сател;149100
Элтекс;70400
Philax;121500
Atos;93100
Ростелеком;98500
IBS;146500
Элтекс;17400
Микрон;136300
Itransition;69200
Тринити;55900
OCS Distribution;126700
АйТеко;114900
ХайТэк;130400
Itransition;21900
Микрон;83000
АйТеко;77500
Ростелеком;80600
Гринатом;86700
Аквариус;125300
Itransition;71700
Эвотор;14300
Oracle;52000
Инлайн Груп;138300
Itransition;28700
Сател;82000
OFT group;68600
Лига Цифровой Экономики;107500
ХайТэк;134800
Лига Цифровой Экономики;138700
Angara;92700
Сател;93600
АйТеко;144700
ХайТэк;83700
Ситроникс;120700
Элтекс;24900
Инлайн Груп;88800
Тринити;123300
Сигма;74800
iCore;28200
Philax;123500
Ситроникс;108800
Сател;55800
Softline;60200
Softline;103300
ХайТэк;35800
Микрон;81300
АйТеко;57900
Angara;54500
Softline;124200
OCS Distribution;17400
Philax;147600
Сигма;74800
Аквариус;65000
Atos;99800
Тринити;60600
ИнфоТеКС;79000
Информзащита;68000
OFT group;143200
OFT group;81700
Philax;52200
ИнфоТеКС;109600
TerraLink;144300
Форс;47000
Инлайн Груп;63400
АйТеко;60400
Информзащита;57000
Аквариус;48600
Softline;97700
Ситроникс;142700
